source_line,answer_words,soru,cevap
9910,4,Anayasanın 93. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
9913,5,Anayasanın 94. Maddesi Hangi Konuyu Ele Alır?,TBMM Başkanının seçimini ele alır.
9914,2,TBMM Başkanının Seçimi Hangi Anayasa Maddesinde Belirtilmiştir?,94. maddede.
9915,4,Anayasanın 94. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
9917,5,Anayasanın 94. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
9919,4,Anayasanın 94. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
9923,2,TBMM'nin Çalışma Esaslarını Belirleme Yetkisi Hangi Anayasa Maddesinde Belirtilmiştir?,95. maddede.
9924,4,Anayasanın 95. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
9927,4,Anayasanın 95. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
9930,2,TBMM'nin Toplanma ve Karar Alma Yeter Sayısı Hangi Anayasa Maddesinde Belirtilmiştir?,96. maddede.
9931,4,Anayasanın 96. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
9933,5,Anayasanın 96. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
9935,4,Anayasanın 96. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
9939,2,Bakanlar Kurulunun Toplanma ve Karar Alma Yeter Sayısı Hangi Anayasa Maddesinde Belirtilmiştir?,97. maddede.
9940,4,Anayasanın 97. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
9942,5,Anayasanın 97. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
9944,4,Anayasanın 97. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
9949,5,Anayasanın 98. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
9954,2,Gensoru Önergesi Verilme Şartları Hangi Anayasa Maddesinde Belirtilmiştir?,99. maddede.
9955,4,Anayasanın 99. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
9957,5,Anayasanın 99. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
9959,4,Anayasanın 99. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
9963,2,Meclis Soruşturması Açılma Şartları Hangi Anayasa Maddesinde Belirtilmiştir?,100. maddede.
9964,4,Anayasanın 100. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
9966,5,Anayasanın 100. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
9968,4,Anayasanın 100. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
9971,5,Anayasanın 101. Maddesi Hangi Konuyu Ele Alır?,Cumhurbaşkanının seçilme şartlarını ele alır.
9972,2,Cumhurbaşkanının Seçilme Şartları Hangi Anayasa Maddesinde Belirtilmiştir?,101. maddede.
9973,4,Anayasanın 101. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
9975,5,Anayasanın 101. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
9976,4,Anayasanın 101. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
9978,5,Anayasanın 102. Maddesi Hangi Konuyu Ele Alır?,Cumhurbaşkanlığı seçim sürecini ele alır.
9979,2,Cumhurbaşkanlığı Seçim Süreci Hangi Anayasa Maddesinde Belirtilmiştir?,102. maddede.
9981,5,Anayasanın 102. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
9982,4,Anayasanın 102. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
9985,2,Cumhurbaşkanının Ant İçme Zorunluluğu Hangi Anayasa Maddesinde Belirtilmiştir?,103. maddede.
9986,4,Anayasanın 103. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
9988,5,Anayasanın 103. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
9989,4,Anayasanın 103. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
9993,2,Cumhurbaşkanının Görev ve Yetkileri Hangi Anayasa Maddesinde Belirtilmiştir?,104. maddede.
9994,4,Anayasanın 104. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
9996,5,Anayasanın 104. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
9998,4,Anayasanın 104. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10001,5,Anayasanın 105. Maddesi Hangi Konuyu Ele Alır?,Cumhurbaşkanının cezai sorumluluğunu ele alır.
10002,2,Cumhurbaşkanının Cezai Sorumluluğu Hangi Anayasa Maddesinde Belirtilmiştir?,105. maddede.
10003,4,Anayasanın 105. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10005,5,Anayasanın 105. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10008,2,Cumhurbaşkanının Geçici Görevden Ayrılma Durumunda Vekaletin Belirlenmesi Hangi Anayasa Maddesinde Belirtilmiştir?,106. maddede.
10009,4,Anayasanın 106. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10011,5,Anayasanın 106. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10013,4,Anayasanın 106. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10016,2,Cumhurbaşkanlığı Genel Sekreterliğinin Kuruluşu Hangi Anayasa Maddesinde Belirtilmiştir?,107. maddede.
10019,4,Anayasanın 107. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10021,5,Anayasanın 107. Maddesi Nasıl Uygulanır?,Cumhurbaşkanlığı Genel Sekreterliğinin kurulmasıyla uygulanır.
10023,2,Devlet Denetleme Kurulunun Kuruluş ve Görevleri Hangi Anayasa Maddesinde Belirtilmiştir?,108. maddede.
10024,4,Anayasanın 108. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10026,5,Anayasanın 108. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10028,4,Anayasanın 108. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10030,5,Anayasanın 109. Maddesi Hangi Konuyu Ele Alır?,Bakanlar Kurulunun kuruluşunu ele alır.
10031,2,Bakanlar Kurulunun Kuruluşu Hangi Anayasa Maddesinde Belirtilmiştir?,109. maddede.
10032,4,Anayasanın 109. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10034,5,Anayasanın 109. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10036,4,Anayasanın 109. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10039,4,Anayasanın 110. Maddesi Hangi Konuyu Ele Alır?,Başbakanın atanmasını ele alır.
10040,2,Başbakanın Atanması Hangi Anayasa Maddesinde Belirtilmiştir?,110. maddede.
10041,4,Anayasanın 110. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10043,5,Anayasanın 110. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10045,4,Anayasanın 110. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10049,2,Bakanlar Kurulunun Güvenoyuna Başvurması Hangi Anayasa Maddesinde Belirtilmiştir?,111. maddede.
10050,4,Anayasanın 111. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10052,5,Anayasanın 111. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10054,4,Anayasanın 111. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10058,2,Başbakanın Görev ve Yetkileri Hangi Anayasa Maddesinde Belirtilmiştir?,112. maddede.
10059,4,Anayasanın 112. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10061,5,Anayasanın 112. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10063,4,Anayasanın 112. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10067,2,Bakanlıkların Kurulması ve Görevlerinin Düzenlenmesi Hangi Anayasa Maddesinde Belirtilmiştir?,113. maddede.
10069,5,Anayasanın 113. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10074,2,Seçimlerden Önce Bakanların Çekilmesi Hangi Anayasa Maddesinde Belirtilmiştir?,114. maddede.
10075,4,Anayasanın 114. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10077,5,Anayasanın 114. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10078,4,Anayasanın 114. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10081,2,Başbakan ve Bakanların Sorumluluğu Hangi Anayasa Maddesinde Belirtilmiştir?,115. maddede.
10082,4,Anayasanın 115. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10084,5,Anayasanın 115. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10085,4,Anayasanın 115. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10088,5,Anayasanın 116. Maddesi Hangi Konuyu Ele Alır?,Bakanlar Kurulunun düşürülmesini ele alır.
10089,2,Bakanlar Kurulunun Düşürülmesi Hangi Anayasa Maddesinde Belirtilmiştir?,116. maddede.
10090,4,Anayasanın 116. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10092,5,Anayasanın 116. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10094,4,Anayasanın 116. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10097,2,Genelkurmay Başkanının Atanması Hangi Anayasa Maddesinde Belirtilmiştir?,117. maddede.
10098,4,Anayasanın 117. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10100,5,Anayasanın 117. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10102,4,Anayasanın 117. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10106,2,Milli Güvenlik Kurulunun Kuruluşu Hangi Anayasa Maddesinde Belirtilmiştir?,118. maddede.
10107,4,Anayasanın 118. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10109,5,Anayasanın 118. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10111,4,Anayasanın 118. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10114,5,Anayasanın 119. Maddesi Hangi Konuyu Ele Alır?,Olağanüstü hal ilanını ele alır.
10115,2,Olağanüstü Hal İlanı Hangi Anayasa Maddesinde Belirtilmiştir?,119. maddede.
10116,4,Anayasanın 119. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10119,4,Anayasanın 119. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10122,5,Anayasanın 120. Maddesi Hangi Konuyu Ele Alır?,Olağanüstü hal ilanını ele alır.
10123,4,Anayasanın 120. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10125,5,Anayasanın 120. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10126,4,Anayasanın 120. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10129,2,Olağanüstü Hallerde Alınacak Tedbirler Hangi Anayasa Maddesinde Belirtilmiştir?,121. maddede.
10130,4,Anayasanın 121. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10131,5,Anayasanın 121. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10132,4,Anayasanın 121. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10135,4,Anayasanın 122. Maddesi Hangi Konuyu Ele Alır?,Seferberlik ilanını ele alır.
10136,2,Seferberlik İlanı Hangi Anayasa Maddesinde Belirtilmiştir?,122. maddede.
10137,4,Anayasanın 122. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10139,5,Anayasanın 122. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10141,4,Anayasanın 122. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10145,2,İdarenin Bütünlüğü ve Düzenlenmesi Hangi Anayasa Maddesinde Belirtilmiştir?,123. maddede.
10146,4,Anayasanın 123. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10148,5,Anayasanın 123. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10150,4,Anayasanın 123. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10153,5,Anayasanın 124. Maddesi Hangi Konuyu Ele Alır?,Yönetmelik çıkarma yetkisini ele alır.
10154,2,Yönetmelik Çıkarma Yetkisi Hangi Anayasa Maddesinde Belirtilmiştir?,124. maddede.
10155,4,Anayasanın 124. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10157,5,Anayasanın 124. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10159,4,Anayasanın 124. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10163,2,İdarenin Eylem ve İşlemlerine Karşı Yargı Yolu Hangi Anayasa Maddesinde Belirtilmiştir?,125. maddede.
10164,4,Anayasanın 125. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10166,5,Anayasanın 125. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10168,4,Anayasanın 125. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10171,5,Anayasanın 126. Maddesi Hangi Konuyu Ele Alır?,Türkiye'nin idari bölümlenmesini ele alır.
10172,2,Türkiye'nin İdari Bölümlenmesi Hangi Anayasa Maddesinde Belirtilmiştir?,126. maddede.
10173,4,Anayasanın 126. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10175,5,Anayasanın 126. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10176,4,Anayasanın 126. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10179,5,Anayasanın 127. Maddesi Hangi Konuyu Ele Alır?,Yerel yönetimlerin yapısını ele alır.
10180,2,Yerel Yönetimlerin Yapısı Hangi Anayasa Maddesinde Belirtilmiştir?,127. maddede.
10183,4,Anayasanın 127. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10186,2,Kamu İktisadi Teşebbüsleri ve Kamu Tüzel Kişileri Hangi Anayasa Maddesinde Belirtilmiştir?,128. maddede.
10188,5,Anayasanın 128. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10190,4,Anayasanın 128. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10193,2,Memurlar ve Diğer Kamu Görevlilerinin Yükümlülükleri Hangi Anayasa Maddesinde Belirtilmiştir?,129. maddede.
10194,4,Anayasanın 129. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10195,5,Anayasanın 129. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10197,4,Anayasanın 129. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10200,4,Anayasanın 130. Maddesi Hangi Konuyu Ele Alır?,Üniversitelerin yapısını ele alır.
10201,4,Anayasanın 130. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10203,4,Anayasanın 130. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10207,2,Yükseköğretim Kurulunun Görev ve Yetkileri Hangi Anayasa Maddesinde Belirtilmiştir?,131. maddede.
10208,4,Anayasanın 131. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10210,5,Anayasanın 131. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10215,2,Üniversitelerin ve Akademik Personelin Özgürlüğü Hangi Anayasa Maddesinde Belirtilmiştir?,132. maddede.
10217,5,Anayasanın 132. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10219,4,Anayasanın 132. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10223,2,Radyo ve Televizyon Faaliyetlerinin Yürütülmesi Hangi Anayasa Maddesinde Belirtilmiştir?,133. maddede.
10225,5,Anayasanın 133. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10227,4,Anayasanın 133. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10231,2,"Atatürk Kültür, Dil ve Tarih Yüksek Kurumunun Kuruluş Amacı Hangi Anayasa Maddesinde Belirtilmiştir?",134. maddede.
10232,4,Anayasanın 134. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10234,5,Anayasanın 134. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10236,4,Anayasanın 134. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10239,2,Kamu Kurumu Niteliğindeki Meslek Kuruluşlarının Yapısı Hangi Anayasa Maddesinde Belirtilmiştir?,135. maddede.
10240,4,Anayasanın 135. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10242,5,Anayasanın 135. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10244,4,Anayasanın 135. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10248,2,Diyanet İşleri Başkanlığının Yapısı ve Görevi Hangi Anayasa Maddesinde Belirtilmiştir?,136. maddede.
10249,4,Anayasanın 136. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10251,5,Anayasanın 136. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10253,4,Anayasanın 136. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10256,4,Anayasanın 137. Maddesi Hangi Konuyu Ele Alır?,Kanunsuz emirleri ele alır.
10257,2,Kanunsuz Emirler Hangi Anayasa Maddesinde Belirtilmiştir?,137. maddede.
10258,4,Anayasanın 137. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10260,5,Anayasanın 137. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10262,4,Anayasanın 137. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10265,4,Anayasanın 138. Maddesi Hangi Konuyu Ele Alır?,Hakimlerin bağımsızlığını ele alır.
10266,2,Hakimlerin Bağımsızlığı Hangi Anayasa Maddesinde Belirtilmiştir?,138. maddede.
10267,4,Anayasanın 138. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10269,5,Anayasanın 138. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10271,4,Anayasanın 138. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10275,2,Hakimlerin ve Savcıların Meslekteki Teminatı Hangi Anayasa Maddesinde Belirtilmiştir?,139. maddede.
10277,5,Anayasanın 139. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10282,4,Anayasanın 140. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10284,5,Anayasanın 140. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10286,4,Anayasanın 140. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10290,2,Mahkemelerin Davaları Süratle ve En Az Giderle Sonuçlandırma Yükümlülüğü Hangi Anayasa Maddesinde Belirtilmiştir?,141. maddede.
10291,4,Anayasanın 141. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10293,5,Anayasanın 141. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10295,4,Anayasanın 141. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10299,2,Mahkemelerin Kuruluşu ve Yargılama Usulleri Hangi Anayasa Maddesinde Belirtilmiştir?,142. maddede.
10300,4,Anayasanın 142. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10301,5,Anayasanın 142. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10303,4,Anayasanın 142. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10307,2,Devlet Güvenlik Mahkemelerinin Görev ve Yetkileri Hangi Anayasa Maddesinde Belirtilmiştir?,143. maddede.
10308,4,Anayasanın 143. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10310,5,Anayasanın 143. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10312,4,Anayasanın 143. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10316,2,Hakimler ve Savcılar Hakkındaki Şikayet ve İhbarlar Hangi Anayasa Maddesinde Belirtilmiştir?,144. maddede.
10317,4,Anayasanın 144. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10319,5,Anayasanın 144. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10321,4,Anayasanın 144. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10325,2,Askeri Mahkemelerin Görev ve Yetkileri Hangi Anayasa Maddesinde Belirtilmiştir?,145. maddede.
10326,4,Anayasanın 145. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10327,5,Anayasanın 145. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10328,4,Anayasanın 145. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10331,5,Anayasanın 146. Maddesi Hangi Konuyu Ele Alır?,Anayasa Mahkemesinin kuruluşunu ele alır.
10332,2,Anayasa Mahkemesinin Kuruluşu Hangi Anayasa Maddesinde Belirtilmiştir?,146. maddede.
10333,4,Anayasanın 146. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10335,5,Anayasanın 146. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10337,4,Anayasanın 146. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10341,2,Anayasa Mahkemesi Üyelerinin Görev Süresi Hangi Anayasa Maddesinde Belirtilmiştir?,147. maddede.
10342,4,Anayasanın 147. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10344,5,Anayasanın 147. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10346,4,Anayasanın 147. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10350,2,Anayasa Mahkemesinin Görev ve Yetkileri Hangi Anayasa Maddesinde Belirtilmiştir?,148. maddede.
10351,4,Anayasanın 148. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10352,5,Anayasanın 148. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10354,4,Anayasanın 148. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10357,2,Anayasa Mahkemesinin Toplanma ve Karar Alma Usulleri Hangi Anayasa Maddesinde Belirtilmiştir?,149. maddede.
10358,4,Anayasanın 149. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10359,5,Anayasanın 149. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
